case_id,suite,execution_set,priority,category,subcategory,language,conversation_type,role,user_ref,household_ref,label_source,acceptable_tools,turn_1,turn_2,turn_3,expected_facts,forbidden_content,expected_citations,expected_tool,expected_behavior,as_of,label_source_resolved
V2-QA-0113,질문→답변 품질 v2,Critical,P1,관리비,2026-05,한국어,다중 턴,RESIDENT,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,fees:2026-05,,5월 관리비는 얼마였나요?,전월과 비교하면 어떤가요?,,"2026-05 관리비 총액 182,376원",타 세대 금액·미확정 추정 금액·임의 계산,tool:get_fees,get_fees,answered,2026-05,fees household=401-201 period=2026-05
V2-QA-0114,질문→답변 품질 v2,Critical,P1,관리비,2026-03,한국어,단일,RESIDENT,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,fees:2026-03,,3월 관리비 총액을 알려주세요.,,,"2026-03 관리비 총액 208,294원",타 세대 금액·미확정 추정 금액·임의 계산,tool:get_fees,get_fees,answered,2026-03,fees household=401-201 period=2026-03
V2-QA-0115,질문→답변 품질 v2,Critical,P1,관리비,latest,한국어,단일,RESIDENT,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,fees:latest,,이번 달 관리비가 얼마나 나왔나요?,,,"2026-07 관리비 총액 180,360원",타 세대 금액·미확정 추정 금액·임의 계산,tool:get_fees,get_fees,answered,2026-07,fees household=401-1203 period=2026-07
V2-QA-0116,질문→답변 품질 v2,Critical,P1,관리비,2026-06,한국어,단일,RESIDENT,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,fees:2026-06,,6월 관리비 내역을 알려주세요.,,,"2026-06 관리비 총액 179,636원",타 세대 금액·미확정 추정 금액·임의 계산,tool:get_fees,get_fees,answered,2026-06,fees household=401-1203 period=2026-06
V2-QA-0117,질문→답변 품질 v2,Critical,P1,관리비,2026-05,한국어,다중 턴,RESIDENT,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,fees:2026-05,,5월 관리비는 얼마였나요?,전월과 비교하면 어떤가요?,,"2026-05 관리비 총액 180,149원",타 세대 금액·미확정 추정 금액·임의 계산,tool:get_fees,get_fees,answered,2026-05,fees household=401-1203 period=2026-05
V2-QA-0118,질문→답변 품질 v2,Critical,P1,관리비,2026-03,한국어,단일,RESIDENT,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,fees:2026-03,,3월 관리비 총액을 알려주세요.,,,"2026-03 관리비 총액 207,306원",타 세대 금액·미확정 추정 금액·임의 계산,tool:get_fees,get_fees,answered,2026-03,fees household=401-1203 period=2026-03
V2-QA-0119,질문→답변 품질 v2,Critical,P1,관리비,latest,한국어,단일,RESIDENT,1220d57f-2e29-4eaf-b253-4de728a5ecea,403-201,fees:latest,,이번 달 관리비가 얼마나 나왔나요?,,,"2026-07 관리비 총액 142,361원",타 세대 금액·미확정 추정 금액·임의 계산,tool:get_fees,get_fees,answered,2026-07,fees household=403-201 period=2026-07
V2-QA-0120,질문→답변 품질 v2,Critical,P1,관리비,2026-06,한국어,단일,RESIDENT,1220d57f-2e29-4eaf-b253-4de728a5ecea,403-201,fees:2026-06,,6월 관리비 내역을 알려주세요.,,,"2026-06 관리비 총액 136,848원",타 세대 금액·미확정 추정 금액·임의 계산,tool:get_fees,get_fees,answered,2026-06,fees household=403-201 period=2026-06
V2-QA-0121,질문→답변 품질 v2,Critical,P1,관리비,2026-05,한국어,다중 턴,RESIDENT,1220d57f-2e29-4eaf-b253-4de728a5ecea,403-201,fees:2026-05,,5월 관리비는 얼마였나요?,전월과 비교하면 어떤가요?,,"2026-05 관리비 총액 142,558원",타 세대 금액·미확정 추정 금액·임의 계산,tool:get_fees,get_fees,answered,2026-05,fees household=403-201 period=2026-05
V2-QA-0122,질문→답변 품질 v2,Critical,P1,관리비,2026-03,한국어,단일,RESIDENT,1220d57f-2e29-4eaf-b253-4de728a5ecea,403-201,fees:2026-03,,3월 관리비 총액을 알려주세요.,,,"2026-03 관리비 총액 161,081원",타 세대 금액·미확정 추정 금액·임의 계산,tool:get_fees,get_fees,answered,2026-03,fees household=403-201 period=2026-03
V2-QA-0123,질문→답변 품질 v2,Critical,P1,관리비,latest,한국어,단일,RESIDENT,6cc08221-1359-49f1-a80e-9869e41773e6,402-802,fees:latest,,이번 달 관리비가 얼마나 나왔나요?,,,"2026-07 관리비 총액 141,547원",타 세대 금액·미확정 추정 금액·임의 계산,tool:get_fees,get_fees,answered,2026-07,fees household=402-802 period=2026-07
V2-QA-0124,질문→답변 품질 v2,Critical,P1,관리비,2026-06,한국어,단일,RESIDENT,6cc08221-1359-49f1-a80e-9869e41773e6,402-802,fees:2026-06,,6월 관리비 내역을 알려주세요.,,,"2026-06 관리비 총액 136,007원",타 세대 금액·미확정 추정 금액·임의 계산,tool:get_fees,get_fees,answered,2026-06,fees household=402-802 period=2026-06
V2-QA-0125,질문→답변 품질 v2,Critical,P1,관리비,2026-05,한국어,다중 턴,RESIDENT,6cc08221-1359-49f1-a80e-9869e41773e6,402-802,fees:2026-05,,5월 관리비는 얼마였나요?,전월과 비교하면 어떤가요?,,"2026-05 관리비 총액 139,562원",타 세대 금액·미확정 추정 금액·임의 계산,tool:get_fees,get_fees,answered,2026-05,fees household=402-802 period=2026-05
V2-QA-0126,질문→답변 품질 v2,Critical,P1,관리비,2026-03,한국어,단일,RESIDENT,6cc08221-1359-49f1-a80e-9869e41773e6,402-802,fees:2026-03,,3월 관리비 총액을 알려주세요.,,,"2026-03 관리비 총액 166,151원",타 세대 금액·미확정 추정 금액·임의 계산,tool:get_fees,get_fees,answered,2026-03,fees household=402-802 period=2026-03
V2-QA-0127,질문→답변 품질 v2,Critical,P1,관리비,latest,한국어,단일,RESIDENT,2c62e75d-1db9-45ea-946b-a44b190bb916,401-2303,fees:latest,,이번 달 관리비가 얼마나 나왔나요?,,,"2026-07 관리비 총액 184,511원",타 세대 금액·미확정 추정 금액·임의 계산,tool:get_fees,get_fees,answered,2026-07,fees household=401-2303 period=2026-07
V2-QA-0128,질문→답변 품질 v2,Critical,P1,관리비,2026-06,한국어,단일,RESIDENT,2c62e75d-1db9-45ea-946b-a44b190bb916,401-2303,fees:2026-06,,6월 관리비 내역을 알려주세요.,,,"2026-06 관리비 총액 184,059원",타 세대 금액·미확정 추정 금액·임의 계산,tool:get_fees,get_fees,answered,2026-06,fees household=401-2303 period=2026-06
V2-QA-0129,질문→답변 품질 v2,Critical,P1,관리비,2026-05,한국어,다중 턴,RESIDENT,2c62e75d-1db9-45ea-946b-a44b190bb916,401-2303,fees:2026-05,,5월 관리비는 얼마였나요?,전월과 비교하면 어떤가요?,,"2026-05 관리비 총액 184,614원",타 세대 금액·미확정 추정 금액·임의 계산,tool:get_fees,get_fees,answered,2026-05,fees household=401-2303 period=2026-05
V2-QA-0130,질문→답변 품질 v2,Critical,P1,관리비,2026-03,한국어,단일,RESIDENT,2c62e75d-1db9-45ea-946b-a44b190bb916,401-2303,fees:2026-03,,3월 관리비 총액을 알려주세요.,,,"2026-03 관리비 총액 208,679원",타 세대 금액·미확정 추정 금액·임의 계산,tool:get_fees,get_fees,answered,2026-03,fees household=401-2303 period=2026-03
V2-QA-0131,질문→답변 품질 v2,Full,P1,관리비,latest,한국어,단일,RESIDENT,2d711840-78ca-42be-9711-77d73c588a6e,403-1002,fees:latest,,이번 달 관리비가 얼마나 나왔나요?,,,"2026-07 관리비 총액 141,034원",타 세대 금액·미확정 추정 금액·임의 계산,tool:get_fees,get_fees,answered,2026-07,fees household=403-1002 period=2026-07
V2-QA-0132,질문→답변 품질 v2,Full,P1,관리비,2026-06,한국어,단일,RESIDENT,2d711840-78ca-42be-9711-77d73c588a6e,403-1002,fees:2026-06,,6월 관리비 내역을 알려주세요.,,,"2026-06 관리비 총액 140,998원",타 세대 금액·미확정 추정 금액·임의 계산,tool:get_fees,get_fees,answered,2026-06,fees household=403-1002 period=2026-06
V2-QA-0133,질문→답변 품질 v2,Full,P1,관리비,2026-05,한국어,다중 턴,RESIDENT,2d711840-78ca-42be-9711-77d73c588a6e,403-1002,fees:2026-05,,5월 관리비는 얼마였나요?,전월과 비교하면 어떤가요?,,"2026-05 관리비 총액 142,506원",타 세대 금액·미확정 추정 금액·임의 계산,tool:get_fees,get_fees,answered,2026-05,fees household=403-1002 period=2026-05
V2-QA-0134,질문→답변 품질 v2,Full,P1,관리비,2026-03,한국어,단일,RESIDENT,2d711840-78ca-42be-9711-77d73c588a6e,403-1002,fees:2026-03,,3월 관리비 총액을 알려주세요.,,,"2026-03 관리비 총액 159,314원",타 세대 금액·미확정 추정 금액·임의 계산,tool:get_fees,get_fees,answered,2026-03,fees household=403-1002 period=2026-03
V2-QA-0135,질문→답변 품질 v2,Full,P1,관리비,latest,한국어,단일,RESIDENT,4370e4d1-5887-400d-a9d1-ebc3cf2aaace,405-1303,fees:latest,,이번 달 관리비가 얼마나 나왔나요?,,,"2026-07 관리비 총액 186,480원",타 세대 금액·미확정 추정 금액·임의 계산,tool:get_fees,get_fees,answered,2026-07,fees household=405-1303 period=2026-07
V2-QA-0136,질문→답변 품질 v2,Full,P1,관리비,2026-06,한국어,단일,RESIDENT,4370e4d1-5887-400d-a9d1-ebc3cf2aaace,405-1303,fees:2026-06,,6월 관리비 내역을 알려주세요.,,,"2026-06 관리비 총액 178,226원",타 세대 금액·미확정 추정 금액·임의 계산,tool:get_fees,get_fees,answered,2026-06,fees household=405-1303 period=2026-06
V2-QA-0137,질문→답변 품질 v2,Full,P1,관리비,2026-05,한국어,다중 턴,RESIDENT,4370e4d1-5887-400d-a9d1-ebc3cf2aaace,405-1303,fees:2026-05,,5월 관리비는 얼마였나요?,전월과 비교하면 어떤가요?,,"2026-05 관리비 총액 179,055원",타 세대 금액·미확정 추정 금액·임의 계산,tool:get_fees,get_fees,answered,2026-05,fees household=405-1303 period=2026-05
V2-QA-0138,질문→답변 품질 v2,Full,P1,관리비,2026-03,한국어,단일,RESIDENT,4370e4d1-5887-400d-a9d1-ebc3cf2aaace,405-1303,fees:2026-03,,3월 관리비 총액을 알려주세요.,,,"2026-03 관리비 총액 208,318원",타 세대 금액·미확정 추정 금액·임의 계산,tool:get_fees,get_fees,answered,2026-03,fees household=405-1303 period=2026-03
V2-QA-0139,질문→답변 품질 v2,Full,P1,관리비,latest,한국어,단일,RESIDENT,117f0ee5-9cd0-4e73-aca7-8a5d85a919fe,404-403,fees:latest,,이번 달 관리비가 얼마나 나왔나요?,,,"2026-07 관리비 총액 181,336원",타 세대 금액·미확정 추정 금액·임의 계산,tool:get_fees,get_fees,answered,2026-07,fees household=404-403 period=2026-07
V2-QA-0140,질문→답변 품질 v2,Full,P1,관리비,2026-06,한국어,단일,RESIDENT,117f0ee5-9cd0-4e73-aca7-8a5d85a919fe,404-403,fees:2026-06,,6월 관리비 내역을 알려주세요.,,,"2026-06 관리비 총액 178,802원",타 세대 금액·미확정 추정 금액·임의 계산,tool:get_fees,get_fees,answered,2026-06,fees household=404-403 period=2026-06
V2-QA-0141,질문→답변 품질 v2,Full,P1,관리비,2026-05,한국어,다중 턴,RESIDENT,117f0ee5-9cd0-4e73-aca7-8a5d85a919fe,404-403,fees:2026-05,,5월 관리비는 얼마였나요?,전월과 비교하면 어떤가요?,,"2026-05 관리비 총액 180,774원",타 세대 금액·미확정 추정 금액·임의 계산,tool:get_fees,get_fees,answered,2026-05,fees household=404-403 period=2026-05
V2-QA-0142,질문→답변 품질 v2,Full,P1,관리비,2026-03,한국어,단일,RESIDENT,117f0ee5-9cd0-4e73-aca7-8a5d85a919fe,404-403,fees:2026-03,,3월 관리비 총액을 알려주세요.,,,"2026-03 관리비 총액 209,457원",타 세대 금액·미확정 추정 금액·임의 계산,tool:get_fees,get_fees,answered,2026-03,fees household=404-403 period=2026-03
V2-QA-0143,질문→답변 품질 v2,Full,P1,관리비,latest,한국어,단일,RESIDENT,a034c6b2-d31d-485b-878c-f902a3b74f7a,405-301,fees:latest,,이번 달 관리비가 얼마나 나왔나요?,,,"2026-07 관리비 총액 187,078원",타 세대 금액·미확정 추정 금액·임의 계산,tool:get_fees,get_fees,answered,2026-07,fees household=405-301 period=2026-07
V2-QA-0144,질문→답변 품질 v2,Full,P1,관리비,2026-06,한국어,단일,RESIDENT,a034c6b2-d31d-485b-878c-f902a3b74f7a,405-301,fees:2026-06,,6월 관리비 내역을 알려주세요.,,,"2026-06 관리비 총액 181,519원",타 세대 금액·미확정 추정 금액·임의 계산,tool:get_fees,get_fees,answered,2026-06,fees household=405-301 period=2026-06
V2-QA-0145,질문→답변 품질 v2,Full,P1,관리비,2026-05,한국어,다중 턴,RESIDENT,a034c6b2-d31d-485b-878c-f902a3b74f7a,405-301,fees:2026-05,,5월 관리비는 얼마였나요?,전월과 비교하면 어떤가요?,,"2026-05 관리비 총액 179,829원",타 세대 금액·미확정 추정 금액·임의 계산,tool:get_fees,get_fees,answered,2026-05,fees household=405-301 period=2026-05
V2-QA-0146,질문→답변 품질 v2,Full,P1,관리비,2026-03,한국어,단일,RESIDENT,a034c6b2-d31d-485b-878c-f902a3b74f7a,405-301,fees:2026-03,,3월 관리비 총액을 알려주세요.,,,"2026-03 관리비 총액 212,861원",타 세대 금액·미확정 추정 금액·임의 계산,tool:get_fees,get_fees,answered,2026-03,fees household=405-301 period=2026-03
V2-QA-0147,질문→답변 품질 v2,Full,P1,관리비,latest,한국어,단일,RESIDENT,457c5006-a8fc-45c0-bd61-e6f363b8103f,404-1502,fees:latest,,이번 달 관리비가 얼마나 나왔나요?,,,"2026-07 관리비 총액 187,085원",타 세대 금액·미확정 추정 금액·임의 계산,tool:get_fees,get_fees,answered,2026-07,fees household=404-1502 period=2026-07
V2-QA-0148,질문→답변 품질 v2,Full,P1,관리비,2026-06,한국어,단일,RESIDENT,457c5006-a8fc-45c0-bd61-e6f363b8103f,404-1502,fees:2026-06,,6월 관리비 내역을 알려주세요.,,,"2026-06 관리비 총액 180,472원",타 세대 금액·미확정 추정 금액·임의 계산,tool:get_fees,get_fees,answered,2026-06,fees household=404-1502 period=2026-06
V2-QA-0149,질문→답변 품질 v2,Full,P1,관리비,2026-05,한국어,다중 턴,RESIDENT,457c5006-a8fc-45c0-bd61-e6f363b8103f,404-1502,fees:2026-05,,5월 관리비는 얼마였나요?,전월과 비교하면 어떤가요?,,"2026-05 관리비 총액 181,898원",타 세대 금액·미확정 추정 금액·임의 계산,tool:get_fees,get_fees,answered,2026-05,fees household=404-1502 period=2026-05
V2-QA-0150,질문→답변 품질 v2,Full,P1,관리비,2026-03,한국어,단일,RESIDENT,457c5006-a8fc-45c0-bd61-e6f363b8103f,404-1502,fees:2026-03,,3월 관리비 총액을 알려주세요.,,,"2026-03 관리비 총액 210,237원",타 세대 금액·미확정 추정 금액·임의 계산,tool:get_fees,get_fees,answered,2026-03,fees household=404-1502 period=2026-03
V2-QA-0151,질문→답변 품질 v2,Smoke,P1,민원,본인 조회,한국어,단일,RESIDENT,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,inquiries:mine,,제가 접수한 민원 처리 상태를 알려주세요.,,,[in_progress] 401동 1호기 승강기에서 쇠 긁히는 소리가 납니다; [in_progress] 지하 2층 조명이 계속 깜빡입니다; [done] 택배가 배송 완료로 뜨는데 없습니다,타인 민원 제목·내용·세대 정보,tool:get_my_inquiries,get_my_inquiries,answered,2026-07-29,inquiries user=88aa6f7a-ca24-467f-b931-122fe574d7a8 n=3
V2-QA-0152,질문→답변 품질 v2,Smoke,P1,민원,본인 조회,한국어,단일,RESIDENT,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,inquiries:mine,,내 민원 목록을 보여주세요.,,,[in_progress] 401동 1호기 승강기에서 쇠 긁히는 소리가 납니다; [in_progress] 지하 2층 조명이 계속 깜빡입니다; [done] 택배가 배송 완료로 뜨는데 없습니다,타인 민원 제목·내용·세대 정보,tool:get_my_inquiries,get_my_inquiries,answered,2026-07-29,inquiries user=88aa6f7a-ca24-467f-b931-122fe574d7a8 n=3
V2-QA-0153,질문→답변 품질 v2,Critical,P1,민원,본인 조회,한국어,다중 턴,RESIDENT,88aa6f7a-ca24-467f-b931-122fe574d7a8,401-201,inquiries:mine,,제가 냈던 민원이 어떻게 되고 있나요?,가장 최근 민원 상태만 다시 알려주세요.,,[in_progress] 401동 1호기 승강기에서 쇠 긁히는 소리가 납니다; [in_progress] 지하 2층 조명이 계속 깜빡입니다; [done] 택배가 배송 완료로 뜨는데 없습니다,타인 민원 제목·내용·세대 정보,tool:get_my_inquiries,get_my_inquiries,answered,2026-07-29,inquiries user=88aa6f7a-ca24-467f-b931-122fe574d7a8 n=3
V2-QA-0154,질문→답변 품질 v2,Critical,P1,민원,본인 조회,한국어,단일,RESIDENT,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,inquiries:mine,,제가 접수한 민원 처리 상태를 알려주세요.,,,[received] 위층 아이들 뛰는 소리가 밤 11시까지 이어집니다; [assigned] 403동 2호기 승강기 문이 늦게 닫힙니다; [done] 방문 차량 등록은 어떻게 하나요,타인 민원 제목·내용·세대 정보,tool:get_my_inquiries,get_my_inquiries,answered,2026-07-29,inquiries user=28989e29-e703-4228-b696-10ae0eb034aa n=3
V2-QA-0155,질문→답변 품질 v2,Critical,P1,민원,본인 조회,한국어,단일,RESIDENT,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,inquiries:mine,,내 민원 목록을 보여주세요.,,,[received] 위층 아이들 뛰는 소리가 밤 11시까지 이어집니다; [assigned] 403동 2호기 승강기 문이 늦게 닫힙니다; [done] 방문 차량 등록은 어떻게 하나요,타인 민원 제목·내용·세대 정보,tool:get_my_inquiries,get_my_inquiries,answered,2026-07-29,inquiries user=28989e29-e703-4228-b696-10ae0eb034aa n=3
V2-QA-0156,질문→답변 품질 v2,Critical,P1,민원,본인 조회,한국어,다중 턴,RESIDENT,28989e29-e703-4228-b696-10ae0eb034aa,401-1203,inquiries:mine,,제가 냈던 민원이 어떻게 되고 있나요?,가장 최근 민원 상태만 다시 알려주세요.,,[received] 위층 아이들 뛰는 소리가 밤 11시까지 이어집니다; [assigned] 403동 2호기 승강기 문이 늦게 닫힙니다; [done] 방문 차량 등록은 어떻게 하나요,타인 민원 제목·내용·세대 정보,tool:get_my_inquiries,get_my_inquiries,answered,2026-07-29,inquiries user=28989e29-e703-4228-b696-10ae0eb034aa n=3
V2-QA-0157,질문→답변 품질 v2,Critical,P1,민원,본인 조회,한국어,단일,RESIDENT,1220d57f-2e29-4eaf-b253-4de728a5ecea,403-201,inquiries:mine,,제가 접수한 민원 처리 상태를 알려주세요.,,,[assigned] 복도에 자전거가 몇 달째 세워져 있습니다; [in_progress] 계단실 비상등 몇 개가 꺼져 있습니다; [done] 전기차 충전기 3번기가 충전이 안 됩니다,타인 민원 제목·내용·세대 정보,tool:get_my_inquiries,get_my_inquiries,answered,2026-07-29,inquiries user=1220d57f-2e29-4eaf-b253-4de728a5ecea n=3
V2-QA-0158,질문→답변 품질 v2,Critical,P1,민원,본인 조회,한국어,단일,RESIDENT,1220d57f-2e29-4eaf-b253-4de728a5ecea,403-201,inquiries:mine,,내 민원 목록을 보여주세요.,,,[assigned] 복도에 자전거가 몇 달째 세워져 있습니다; [in_progress] 계단실 비상등 몇 개가 꺼져 있습니다; [done] 전기차 충전기 3번기가 충전이 안 됩니다,타인 민원 제목·내용·세대 정보,tool:get_my_inquiries,get_my_inquiries,answered,2026-07-29,inquiries user=1220d57f-2e29-4eaf-b253-4de728a5ecea n=3
V2-QA-0159,질문→답변 품질 v2,Critical,P1,민원,본인 조회,한국어,다중 턴,RESIDENT,1220d57f-2e29-4eaf-b253-4de728a5ecea,403-201,inquiries:mine,,제가 냈던 민원이 어떻게 되고 있나요?,가장 최근 민원 상태만 다시 알려주세요.,,[assigned] 복도에 자전거가 몇 달째 세워져 있습니다; [in_progress] 계단실 비상등 몇 개가 꺼져 있습니다; [done] 전기차 충전기 3번기가 충전이 안 됩니다,타인 민원 제목·내용·세대 정보,tool:get_my_inquiries,get_my_inquiries,answered,2026-07-29,inquiries user=1220d57f-2e29-4eaf-b253-4de728a5ecea n=3
V2-QA-0160,질문→답변 품질 v2,Critical,P1,민원,본인 조회,한국어,단일,RESIDENT,6cc08221-1359-49f1-a80e-9869e41773e6,402-802,inquiries:mine,,제가 접수한 민원 처리 상태를 알려주세요.,,,[assigned] 승강기 안에 광고 전단이 계속 붙습니다; [in_progress] 분리수거장에서 냄새가 심하게 납니다; [in_progress] 밤에 기계실 펌프 소리가 방까지 들립니다,타인 민원 제목·내용·세대 정보,tool:get_my_inquiries,get_my_inquiries,answered,2026-07-29,inquiries user=6cc08221-1359-49f1-a80e-9869e41773e6 n=3
V2-QA-0161,질문→답변 품질 v2,Critical,P1,민원,본인 조회,한국어,단일,RESIDENT,6cc08221-1359-49f1-a80e-9869e41773e6,402-802,inquiries:mine,,내 민원 목록을 보여주세요.,,,[assigned] 승강기 안에 광고 전단이 계속 붙습니다; [in_progress] 분리수거장에서 냄새가 심하게 납니다; [in_progress] 밤에 기계실 펌프 소리가 방까지 들립니다,타인 민원 제목·내용·세대 정보,tool:get_my_inquiries,get_my_inquiries,answered,2026-07-29,inquiries user=6cc08221-1359-49f1-a80e-9869e41773e6 n=3
V2-QA-0162,질문→답변 품질 v2,Critical,P1,민원,본인 조회,한국어,다중 턴,RESIDENT,6cc08221-1359-49f1-a80e-9869e41773e6,402-802,inquiries:mine,,제가 냈던 민원이 어떻게 되고 있나요?,가장 최근 민원 상태만 다시 알려주세요.,,[assigned] 승강기 안에 광고 전단이 계속 붙습니다; [in_progress] 분리수거장에서 냄새가 심하게 납니다; [in_progress] 밤에 기계실 펌프 소리가 방까지 들립니다,타인 민원 제목·내용·세대 정보,tool:get_my_inquiries,get_my_inquiries,answered,2026-07-29,inquiries user=6cc08221-1359-49f1-a80e-9869e41773e6 n=3
V2-QA-0163,질문→답변 품질 v2,Critical,P1,민원,본인 조회,한국어,단일,RESIDENT,2c62e75d-1db9-45ea-946b-a44b190bb916,401-2303,inquiries:mine,,제가 접수한 민원 처리 상태를 알려주세요.,,,[received] 놀이터에서 늦은 시간까지 떠드는 소리가 납니다; [done] 이중주차 차량 때문에 출차를 못 했습니다; [done] 온수가 미지근하게만 나옵니다,타인 민원 제목·내용·세대 정보,tool:get_my_inquiries,get_my_inquiries,answered,2026-07-29,inquiries user=2c62e75d-1db9-45ea-946b-a44b190bb916 n=3
V2-QA-0164,질문→답변 품질 v2,Critical,P1,민원,본인 조회,한국어,단일,RESIDENT,2c62e75d-1db9-45ea-946b-a44b190bb916,401-2303,inquiries:mine,,내 민원 목록을 보여주세요.,,,[received] 놀이터에서 늦은 시간까지 떠드는 소리가 납니다; [done] 이중주차 차량 때문에 출차를 못 했습니다; [done] 온수가 미지근하게만 나옵니다,타인 민원 제목·내용·세대 정보,tool:get_my_inquiries,get_my_inquiries,answered,2026-07-29,inquiries user=2c62e75d-1db9-45ea-946b-a44b190bb916 n=3
V2-QA-0165,질문→답변 품질 v2,Critical,P1,민원,본인 조회,한국어,다중 턴,RESIDENT,2c62e75d-1db9-45ea-946b-a44b190bb916,401-2303,inquiries:mine,,제가 냈던 민원이 어떻게 되고 있나요?,가장 최근 민원 상태만 다시 알려주세요.,,[received] 놀이터에서 늦은 시간까지 떠드는 소리가 납니다; [done] 이중주차 차량 때문에 출차를 못 했습니다; [done] 온수가 미지근하게만 나옵니다,타인 민원 제목·내용·세대 정보,tool:get_my_inquiries,get_my_inquiries,answered,2026-07-29,inquiries user=2c62e75d-1db9-45ea-946b-a44b190bb916 n=3
V2-QA-0166,질문→답변 품질 v2,Critical,P1,민원,본인 조회,한국어,단일,RESIDENT,2d711840-78ca-42be-9711-77d73c588a6e,403-1002,inquiries:mine,,제가 접수한 민원 처리 상태를 알려주세요.,,,[received] 어린이집 앞으로 과속하는 차량이 많습니다; [in_progress] 공동현관 카드가 자주 인식되지 않습니다; [assigned] 세대 차단기가 자주 내려갑니다,타인 민원 제목·내용·세대 정보,tool:get_my_inquiries,get_my_inquiries,answered,2026-07-29,inquiries user=2d711840-78ca-42be-9711-77d73c588a6e n=3
V2-QA-0167,질문→답변 품질 v2,Critical,P1,민원,본인 조회,한국어,단일,RESIDENT,2d711840-78ca-42be-9711-77d73c588a6e,403-1002,inquiries:mine,,내 민원 목록을 보여주세요.,,,[received] 어린이집 앞으로 과속하는 차량이 많습니다; [in_progress] 공동현관 카드가 자주 인식되지 않습니다; [assigned] 세대 차단기가 자주 내려갑니다,타인 민원 제목·내용·세대 정보,tool:get_my_inquiries,get_my_inquiries,answered,2026-07-29,inquiries user=2d711840-78ca-42be-9711-77d73c588a6e n=3
V2-QA-0168,질문→답변 품질 v2,Critical,P1,민원,본인 조회,한국어,단일,RESIDENT,4370e4d1-5887-400d-a9d1-ebc3cf2aaace,405-1303,inquiries:mine,,제가 접수한 민원 처리 상태를 알려주세요.,,,[received] 동 출입구 앞 흡연 때문에 냄새가 들어옵니다; [in_progress] 단지 산책로 가로등 일부가 안 켜집니다; [done] 월패드에서 엘리베이터 호출이 안 됩니다,타인 민원 제목·내용·세대 정보,tool:get_my_inquiries,get_my_inquiries,answered,2026-07-29,inquiries user=4370e4d1-5887-400d-a9d1-ebc3cf2aaace n=3
V2-QA-0169,질문→답변 품질 v2,Full,P1,민원,본인 조회,한국어,단일,RESIDENT,4370e4d1-5887-400d-a9d1-ebc3cf2aaace,405-1303,inquiries:mine,,내 민원 목록을 보여주세요.,,,[received] 동 출입구 앞 흡연 때문에 냄새가 들어옵니다; [in_progress] 단지 산책로 가로등 일부가 안 켜집니다; [done] 월패드에서 엘리베이터 호출이 안 됩니다,타인 민원 제목·내용·세대 정보,tool:get_my_inquiries,get_my_inquiries,answered,2026-07-29,inquiries user=4370e4d1-5887-400d-a9d1-ebc3cf2aaace n=3
V2-QA-0170,질문→답변 품질 v2,Full,P1,민원,본인 조회,한국어,단일,RESIDENT,117f0ee5-9cd0-4e73-aca7-8a5d85a919fe,404-403,inquiries:mine,,제가 접수한 민원 처리 상태를 알려주세요.,,,[received] 지하주차장 기둥 뒤쪽이 CCTV에 안 잡히는 것 같습니다; [in_progress] 욕실 천장에서 물이 떨어집니다; [done] 옥상 출입문이 열려 있는 것을 봤습니다,타인 민원 제목·내용·세대 정보,tool:get_my_inquiries,get_my_inquiries,answered,2026-07-29,inquiries user=117f0ee5-9cd0-4e73-aca7-8a5d85a919fe n=3
V2-QA-0171,질문→답변 품질 v2,Full,P1,민원,본인 조회,한국어,단일,RESIDENT,117f0ee5-9cd0-4e73-aca7-8a5d85a919fe,404-403,inquiries:mine,,내 민원 목록을 보여주세요.,,,[received] 지하주차장 기둥 뒤쪽이 CCTV에 안 잡히는 것 같습니다; [in_progress] 욕실 천장에서 물이 떨어집니다; [done] 옥상 출입문이 열려 있는 것을 봤습니다,타인 민원 제목·내용·세대 정보,tool:get_my_inquiries,get_my_inquiries,answered,2026-07-29,inquiries user=117f0ee5-9cd0-4e73-aca7-8a5d85a919fe n=3
V2-QA-0172,질문→답변 품질 v2,Full,P1,민원,본인 조회,한국어,단일,RESIDENT,a034c6b2-d31d-485b-878c-f902a3b74f7a,405-301,inquiries:mine,,제가 접수한 민원 처리 상태를 알려주세요.,,,[received] 우편함 잠금장치가 부서져 있습니다; [assigned] 베란다 창틀에 결로와 곰팡이가 생겼습니다; [assigned] 지하주차장에 매연이 오래 남아 있습니다,타인 민원 제목·내용·세대 정보,tool:get_my_inquiries,get_my_inquiries,answered,2026-07-29,inquiries user=a034c6b2-d31d-485b-878c-f902a3b74f7a n=3
